query_id Q0 doc_id rank Retrieval_Score system_name
42 Q0 CACM-0462 1 15.328733009522718 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2641 2 14.684161800186814 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-1726 3 13.36929502350366 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2215 4 12.47762201268672 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2402 5 12.198281172845661 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2019 6 11.710335795520713 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2991 7 11.178521099837536 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2894 8 11.110784763697936 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2319 9 10.415452590670615 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3070 10 10.235883191517383 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2980 11 10.171213455337837 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2370 12 9.967329618599733 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2451 13 9.958744026462046 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2310 14 9.779105426043827 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2711 15 9.677461097486905 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2054 16 9.651510456558658 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3089 17 9.599471143098558 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2232 18 9.529851716651088 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2318 19 9.393315382960413 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3091 20 9.341648856370485 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3149 21 9.269830644979955 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-0204 22 8.960388682562604 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2984 23 8.876930407049525 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2811 24 8.814064945656074 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-0633 25 8.763839544025924 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2788 26 8.749491136529922 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2910 27 8.735244934624275 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2231 28 8.587240999135064 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3132 29 8.571054982537968 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2113 30 8.394885063870289 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2849 31 8.167733780854359 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2268 32 8.166737229245658 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3135 33 8.051979584741023 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2400 34 7.976514752047898 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-1030 35 7.658700939920399 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-1653 36 7.629581069720729 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2829 37 7.6172282499061374 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2634 38 7.604118795015899 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2494 39 7.589603080435713 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3013 40 7.541701404977246 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-1170 41 7.531765838514872 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2812 42 7.3876342290680785 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2902 43 7.357542535286232 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-1938 44 7.313482107494986 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-1915 45 7.3005541967170675 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3001 46 7.217705936554285 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-3048 47 7.202385321311343 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2542 48 7.197916059426907 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2892 49 7.18216663528934 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2883 50 7.152316894167765 BM25_Model_With_StopWords_CS6200
42 Q0 CACM-2951 51 7.10726414930944 BM25_Model_With_StopWords_CS6200
