query_id Q0 doc_id rank Retrieval_Score system_name
46 Q0 CACM-2990 1 77.65897695277519 TFIDF_Model_CS6200
46 Q0 CACM-1856 2 69.8687896146221 TFIDF_Model_CS6200
46 Q0 CACM-1665 3 65.71715188610128 TFIDF_Model_CS6200
46 Q0 CACM-1699 4 65.59546096752752 TFIDF_Model_CS6200
46 Q0 CACM-1032 5 65.35930939731321 TFIDF_Model_CS6200
46 Q0 CACM-3134 6 64.79432573318046 TFIDF_Model_CS6200
46 Q0 CACM-2931 7 63.57602245106009 TFIDF_Model_CS6200
46 Q0 CACM-0329 8 62.0405909694399 TFIDF_Model_CS6200
46 Q0 CACM-2711 9 61.6658378324215 TFIDF_Model_CS6200
46 Q0 CACM-2217 10 60.38827851548787 TFIDF_Model_CS6200
46 Q0 CACM-2344 11 59.51385809268017 TFIDF_Model_CS6200
46 Q0 CACM-2882 12 58.26900867754864 TFIDF_Model_CS6200
46 Q0 CACM-2233 13 57.85457675899376 TFIDF_Model_CS6200
46 Q0 CACM-1653 14 57.33170842412518 TFIDF_Model_CS6200
46 Q0 CACM-1827 15 56.75548631434128 TFIDF_Model_CS6200
46 Q0 CACM-1457 16 56.001019315763685 TFIDF_Model_CS6200
46 Q0 CACM-2289 17 54.026549767019645 TFIDF_Model_CS6200
46 Q0 CACM-1194 18 53.758789837708 TFIDF_Model_CS6200
46 Q0 CACM-2542 19 51.67192095591142 TFIDF_Model_CS6200
46 Q0 CACM-3048 20 51.23873538714514 TFIDF_Model_CS6200
46 Q0 CACM-2598 21 50.83455887796106 TFIDF_Model_CS6200
46 Q0 CACM-1976 22 50.614581473450855 TFIDF_Model_CS6200
46 Q0 CACM-2307 23 50.4195413163379 TFIDF_Model_CS6200
46 Q0 CACM-2631 24 48.85827517275195 TFIDF_Model_CS6200
46 Q0 CACM-2198 25 46.9371953998074 TFIDF_Model_CS6200
46 Q0 CACM-1681 26 46.89052383033116 TFIDF_Model_CS6200
46 Q0 CACM-2451 27 46.81833621299386 TFIDF_Model_CS6200
46 Q0 CACM-1516 28 46.21573270089275 TFIDF_Model_CS6200
46 Q0 CACM-2437 29 45.67899853050634 TFIDF_Model_CS6200
46 Q0 CACM-2288 30 45.64289247065754 TFIDF_Model_CS6200
46 Q0 CACM-2002 31 44.92018212955665 TFIDF_Model_CS6200
46 Q0 CACM-2265 32 44.66969059397249 TFIDF_Model_CS6200
46 Q0 CACM-2470 33 44.64922318374406 TFIDF_Model_CS6200
46 Q0 CACM-3092 34 44.504843526486475 TFIDF_Model_CS6200
46 Q0 CACM-2812 35 44.1201175544437 TFIDF_Model_CS6200
46 Q0 CACM-1652 36 43.684415530629614 TFIDF_Model_CS6200
46 Q0 CACM-2358 37 43.58521442185198 TFIDF_Model_CS6200
46 Q0 CACM-1108 38 42.8326811795679 TFIDF_Model_CS6200
46 Q0 CACM-2568 39 42.80031413040537 TFIDF_Model_CS6200
46 Q0 CACM-1236 40 42.78332649646446 TFIDF_Model_CS6200
46 Q0 CACM-2033 41 42.774638019906455 TFIDF_Model_CS6200
46 Q0 CACM-2842 42 42.510670399411794 TFIDF_Model_CS6200
46 Q0 CACM-2753 43 42.09602668414629 TFIDF_Model_CS6200
46 Q0 CACM-2572 44 42.08298723433884 TFIDF_Model_CS6200
46 Q0 CACM-1412 45 42.018712162155694 TFIDF_Model_CS6200
46 Q0 CACM-1792 46 41.96286220970312 TFIDF_Model_CS6200
46 Q0 CACM-1415 47 41.76475730121447 TFIDF_Model_CS6200
