query_id Q0 doc_id rank Retrieval_Score system_name
8 Q0 CACM-2951 1 19.073502690691395 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2625 2 15.275616747931979 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1752 3 14.374376011594041 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2541 4 13.998327995393808 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2522 5 13.921367568659761 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1877 6 13.774496281087803 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2095 7 13.42590744190511 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2371 8 13.15555672616695 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3032 9 13.015844568343011 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2500 10 12.845673124677525 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1611 11 12.66932579627759 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2920 12 12.28986992672138 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2892 13 11.951716480375016 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2776 14 11.807070294751046 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2949 15 11.339275564380959 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2020 16 10.8825157949661 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2482 17 10.431720832831054 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1680 18 10.348455592592813 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1928 19 10.272875990058942 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2320 20 10.203768656455484 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1751 21 10.037604893195878 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1695 22 10.030562881511356 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2499 23 10.006924686683327 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2358 24 9.847765734862705 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2080 25 9.745400628120798 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2597 26 9.67526664113924 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2379 27 9.373913824444989 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2297 28 9.2686472115359 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3127 29 9.262998013294888 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1685 30 9.212451376195098 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1846 31 9.1675228081114 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2632 32 9.124681582377912 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3076 33 8.896227976422487 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2614 34 8.827931072466889 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1261 35 8.736264987611836 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2197 36 8.726469485424207 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2849 37 8.644114209950683 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3133 38 8.555177334234846 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-0828 39 8.438703585080354 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1723 40 8.411367788199893 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3040 41 8.376568410334635 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2515 42 8.289848280404737 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3158 43 8.273445096527286 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2969 44 8.185605755998953 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2712 45 8.074579938087338 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2046 46 8.060687843948 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1735 47 8.01742114389357 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2219 48 7.992652885016659 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1591 49 7.917079445775792 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-0441 50 7.894808508072516 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2900 51 7.710085304808966 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2274 52 7.573253452856109 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1938 53 7.5515563081430805 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2681 54 7.2452919786579155 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1754 55 7.14693169819513 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1677 56 7.145964391061732 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2798 57 6.906658483321584 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2128 58 6.894010444992404 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3092 59 6.8647083782192295 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-0144 60 6.802893649852017 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3072 61 6.794354321835225 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2578 62 6.655265666208046 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3177 63 6.616694321593679 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3088 64 6.312078469894894 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2741 65 6.263219934079245 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2988 66 6.24185707904336 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3068 67 6.162113972068706 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3082 68 6.122043797118996 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3117 69 6.063177280151521 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1461 70 5.97696358278883 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2343 71 5.972511831328682 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2111 72 5.8733853328861825 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1462 73 5.852525732432837 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1728 74 5.763436309257851 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-1811 75 5.731888810318795 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-3070 76 5.726300634622827 BM25_Model_With_StopWords_CS6200
8 Q0 CACM-2867 77 5.694140274689174 BM25_Model_With_StopWords_CS6200
