query_id Q0 doc_id rank Retrieval_Score system_name
61 Q0 CACM-3134 1 63.554818744981326 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2711 2 60.44391369449008 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2882 3 49.66348330629332 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2451 4 45.62158839444739 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2307 5 44.977069574941936 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1699 6 43.6211356755894 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2288 7 43.116821856251875 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2160 8 42.99474132900864 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2033 9 42.83362189048181 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1236 10 40.415506568101904 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1457 11 37.151791236038534 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3041 12 37.05784280627748 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2746 13 36.13993068485918 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1927 14 35.57487651530999 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2990 15 35.5240850990344 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2018 16 35.42472670807717 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2109 17 34.773252223917794 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1936 18 33.51828699124248 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2437 19 32.549889402679156 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2722 20 32.21706367282551 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1681 21 32.09699999360226 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2251 22 31.286064394400114 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2883 23 31.19495602638999 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2631 24 30.99201038020478 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2947 25 29.177450506187792 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1935 26 28.1123739142205 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1032 27 28.103921775505324 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3033 28 28.002238607176054 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2765 29 27.969778988702064 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2494 30 27.700250493623454 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2114 31 26.974278188669587 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2870 32 26.52700705477678 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2991 33 26.445285260948147 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1976 34 26.40914424509957 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2561 35 26.249058829752496 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-0891 36 25.687758278136926 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1916 37 25.290000431861994 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2916 38 25.23674027360817 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1700 39 24.821412515898473 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3072 40 24.692558818621404 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2140 41 24.36145140173431 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2795 42 24.0600521411328 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3002 43 24.0600521411328 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1194 44 23.014735667273463 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2107 45 22.844519027056116 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2753 46 22.792551961349716 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3147 47 22.628572435324326 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2598 48 22.54238097539502 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1725 49 21.274981131390035 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2669 50 20.85543128340013 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3084 51 20.640560005321056 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2245 52 20.587808442256836 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-1830 53 19.999902529634234 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2832 54 19.510292118181013 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2188 55 19.227725146396004 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2862 56 19.227725146396004 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-3129 57 19.1858561306048 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2851 58 18.858817634021637 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2396 59 18.439267786031735 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2846 60 18.070360273657368 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-0634 61 17.87327467336694 TFIDF_Model_With_StopWords_CS6200
61 Q0 CACM-2046 62 17.650810425667466 TFIDF_Model_With_StopWords_CS6200
