query_id Q0 doc_id rank Retrieval_Score system_name
10 Q0 CACM-2785 1 11.59221333430747 BM25_Model_CS6200
10 Q0 CACM-1795 2 8.652974983065576 BM25_Model_CS6200
10 Q0 CACM-2895 3 8.347165017003128 BM25_Model_CS6200
10 Q0 CACM-2266 4 8.253584147262162 BM25_Model_CS6200
10 Q0 CACM-1536 5 8.232112006002012 BM25_Model_CS6200
10 Q0 CACM-3059 6 8.112320601047479 BM25_Model_CS6200
10 Q0 CACM-3075 7 8.106574296397502 BM25_Model_CS6200
10 Q0 CACM-3073 8 8.091750718543953 BM25_Model_CS6200
10 Q0 CACM-2700 9 7.980717605463513 BM25_Model_CS6200
10 Q0 CACM-2514 10 7.833119263907285 BM25_Model_CS6200
10 Q0 CACM-1747 11 7.61886153274529 BM25_Model_CS6200
10 Q0 CACM-2851 12 7.317506823478956 BM25_Model_CS6200
10 Q0 CACM-2289 13 7.230931556227586 BM25_Model_CS6200
10 Q0 CACM-1309 14 6.616212947610192 BM25_Model_CS6200
10 Q0 CACM-2081 15 6.5437597415941395 BM25_Model_CS6200
10 Q0 CACM-2842 16 6.534025136578065 BM25_Model_CS6200
10 Q0 CACM-2326 17 6.5165474693473495 BM25_Model_CS6200
10 Q0 CACM-1216 18 6.5165474693473495 BM25_Model_CS6200
10 Q0 CACM-2265 19 6.500459923239244 BM25_Model_CS6200
10 Q0 CACM-3077 20 6.158058545682977 BM25_Model_CS6200
10 Q0 CACM-2470 21 5.874622847710702 BM25_Model_CS6200
10 Q0 CACM-1158 22 5.483584505969906 BM25_Model_CS6200
10 Q0 CACM-2685 23 5.461780273750605 BM25_Model_CS6200
10 Q0 CACM-1302 24 5.323571490123285 BM25_Model_CS6200
10 Q0 CACM-1828 25 5.309718620887547 BM25_Model_CS6200
10 Q0 CACM-2865 26 5.309436515696168 BM25_Model_CS6200
10 Q0 CACM-0950 27 5.268726579610277 BM25_Model_CS6200
10 Q0 CACM-1468 28 5.26760055258538 BM25_Model_CS6200
10 Q0 CACM-1601 29 5.267600552585379 BM25_Model_CS6200
10 Q0 CACM-2931 30 5.209443143801963 BM25_Model_CS6200
10 Q0 CACM-3156 31 5.1318424005401795 BM25_Model_CS6200
10 Q0 CACM-2401 32 5.112676704409365 BM25_Model_CS6200
10 Q0 CACM-1008 33 5.057015855356976 BM25_Model_CS6200
10 Q0 CACM-2896 34 5.0322577379328495 BM25_Model_CS6200
10 Q0 CACM-1262 35 4.977023275312084 BM25_Model_CS6200
10 Q0 CACM-2973 36 4.962889867480138 BM25_Model_CS6200
10 Q0 CACM-2838 37 4.923864418975549 BM25_Model_CS6200
10 Q0 CACM-1569 38 4.9148194714606745 BM25_Model_CS6200
10 Q0 CACM-0141 39 4.877665509756179 BM25_Model_CS6200
10 Q0 CACM-0392 40 4.861903362062303 BM25_Model_CS6200
10 Q0 CACM-2570 41 4.85619699138012 BM25_Model_CS6200
10 Q0 CACM-1613 42 4.840546138545711 BM25_Model_CS6200
