query_id Q0 doc_id rank Retrieval_Score system_name
32 Q0 CACM-3139 1 27.665526693846786 BM25_Model_CS6200
32 Q0 CACM-3018 2 25.002856216124933 BM25_Model_CS6200
32 Q0 CACM-1145 3 23.89645749830026 BM25_Model_CS6200
32 Q0 CACM-2289 4 23.675189800758304 BM25_Model_CS6200
32 Q0 CACM-2883 5 23.332076254134297 BM25_Model_CS6200
32 Q0 CACM-3040 6 22.592657612155367 BM25_Model_CS6200
32 Q0 CACM-3156 7 22.579910806953993 BM25_Model_CS6200
32 Q0 CACM-2177 8 22.256688285205502 BM25_Model_CS6200
32 Q0 CACM-1172 9 21.985402282907014 BM25_Model_CS6200
32 Q0 CACM-3033 10 21.889653680224935 BM25_Model_CS6200
32 Q0 CACM-3138 11 21.295346892519735 BM25_Model_CS6200
32 Q0 CACM-2275 12 20.908643070296076 BM25_Model_CS6200
32 Q0 CACM-1433 13 20.59046670051782 BM25_Model_CS6200
32 Q0 CACM-2453 14 20.58204417699768 BM25_Model_CS6200
32 Q0 CACM-1839 15 20.553326292165192 BM25_Model_CS6200
32 Q0 CACM-1905 16 20.32778584619443 BM25_Model_CS6200
32 Q0 CACM-2619 17 19.620195131847552 BM25_Model_CS6200
32 Q0 CACM-2771 18 19.376944294832956 BM25_Model_CS6200
32 Q0 CACM-2484 19 19.326038271737133 BM25_Model_CS6200
32 Q0 CACM-3164 20 19.26745908738225 BM25_Model_CS6200
32 Q0 CACM-1415 21 19.167585213956137 BM25_Model_CS6200
32 Q0 CACM-2523 22 19.143972424824113 BM25_Model_CS6200
32 Q0 CACM-2856 23 18.715659488821014 BM25_Model_CS6200
32 Q0 CACM-2402 24 18.40852575673516 BM25_Model_CS6200
32 Q0 CACM-2155 25 18.398713718389264 BM25_Model_CS6200
32 Q0 CACM-2697 26 18.218176535228327 BM25_Model_CS6200
32 Q0 CACM-3085 27 18.13479539387126 BM25_Model_CS6200
32 Q0 CACM-1698 28 18.042954152201393 BM25_Model_CS6200
32 Q0 CACM-2972 29 17.76960055213634 BM25_Model_CS6200
32 Q0 CACM-2195 30 17.726014718126205 BM25_Model_CS6200
32 Q0 CACM-2986 31 17.56540799635787 BM25_Model_CS6200
32 Q0 CACM-1504 32 17.558233218685196 BM25_Model_CS6200
32 Q0 CACM-2819 33 17.022400174381286 BM25_Model_CS6200
32 Q0 CACM-1721 34 16.821146848123 BM25_Model_CS6200
32 Q0 CACM-2859 35 16.667615500465967 BM25_Model_CS6200
32 Q0 CACM-2980 36 16.564388787724656 BM25_Model_CS6200
32 Q0 CACM-2688 37 16.548504043912637 BM25_Model_CS6200
32 Q0 CACM-0435 38 16.254208592092922 BM25_Model_CS6200
32 Q0 CACM-2567 39 16.1144997586143 BM25_Model_CS6200
32 Q0 CACM-2767 40 16.06551769372634 BM25_Model_CS6200
32 Q0 CACM-2094 41 16.03217150709272 BM25_Model_CS6200
32 Q0 CACM-1456 42 16.011164440118833 BM25_Model_CS6200
32 Q0 CACM-2606 43 15.965273908462832 BM25_Model_CS6200
32 Q0 CACM-1930 44 15.925087256516125 BM25_Model_CS6200
32 Q0 CACM-1768 45 15.907313800526058 BM25_Model_CS6200
32 Q0 CACM-1159 46 15.902362858437165 BM25_Model_CS6200
32 Q0 CACM-2081 47 15.891615444857642 BM25_Model_CS6200
32 Q0 CACM-0616 48 15.820548849731274 BM25_Model_CS6200
32 Q0 CACM-2646 49 15.807939806566706 BM25_Model_CS6200
32 Q0 CACM-2695 50 15.771941125767604 BM25_Model_CS6200
32 Q0 CACM-2368 51 15.724028232595717 BM25_Model_CS6200
32 Q0 CACM-1529 52 15.681783341802719 BM25_Model_CS6200
32 Q0 CACM-1350 53 15.673567316786801 BM25_Model_CS6200
32 Q0 CACM-2949 54 15.63269736889116 BM25_Model_CS6200
32 Q0 CACM-1010 55 15.582984214092622 BM25_Model_CS6200
32 Q0 CACM-2389 56 15.574635391645389 BM25_Model_CS6200
32 Q0 CACM-2925 57 15.554295140145083 BM25_Model_CS6200
32 Q0 CACM-2096 58 15.509347938380303 BM25_Model_CS6200
32 Q0 CACM-3134 59 15.460305269282756 BM25_Model_CS6200
32 Q0 CACM-1725 60 15.459425969227576 BM25_Model_CS6200
32 Q0 CACM-0492 61 15.424566503759008 BM25_Model_CS6200
32 Q0 CACM-2630 62 15.35078581141512 BM25_Model_CS6200
32 Q0 CACM-3125 63 15.326044666948883 BM25_Model_CS6200
32 Q0 CACM-1727 64 15.186246466437245 BM25_Model_CS6200
32 Q0 CACM-1957 65 15.115255797250947 BM25_Model_CS6200
32 Q0 CACM-1886 66 14.967102529878613 BM25_Model_CS6200
32 Q0 CACM-2786 67 14.904112802184349 BM25_Model_CS6200
32 Q0 CACM-2396 68 14.887686202642074 BM25_Model_CS6200
32 Q0 CACM-3132 69 14.836745424300247 BM25_Model_CS6200
32 Q0 CACM-1046 70 14.824986560768032 BM25_Model_CS6200
32 Q0 CACM-2252 71 14.818904562506415 BM25_Model_CS6200
32 Q0 CACM-1401 72 14.787092241711468 BM25_Model_CS6200
32 Q0 CACM-2923 73 14.767292318708114 BM25_Model_CS6200
32 Q0 CACM-2060 74 14.646800116416753 BM25_Model_CS6200
32 Q0 CACM-1862 75 14.62797664063087 BM25_Model_CS6200
32 Q0 CACM-2561 76 14.593369661053535 BM25_Model_CS6200
32 Q0 CACM-2401 77 14.593349727241685 BM25_Model_CS6200
32 Q0 CACM-1786 78 14.546881778104945 BM25_Model_CS6200
32 Q0 CACM-2247 79 14.460090133021493 BM25_Model_CS6200
32 Q0 CACM-3153 80 14.443436420584119 BM25_Model_CS6200
32 Q0 CACM-1411 81 14.402149276445943 BM25_Model_CS6200
32 Q0 CACM-2827 82 14.399658840360104 BM25_Model_CS6200
32 Q0 CACM-2665 83 14.395429482875272 BM25_Model_CS6200
32 Q0 CACM-2860 84 14.298503383070265 BM25_Model_CS6200
32 Q0 CACM-1846 85 14.296579037796906 BM25_Model_CS6200
32 Q0 CACM-2877 86 14.226162951627037 BM25_Model_CS6200
32 Q0 CACM-2188 87 14.187892531664268 BM25_Model_CS6200
32 Q0 CACM-1468 88 14.180905897441702 BM25_Model_CS6200
32 Q0 CACM-2408 89 14.169314195235485 BM25_Model_CS6200
32 Q0 CACM-2554 90 14.160852707913538 BM25_Model_CS6200
32 Q0 CACM-3131 91 14.09145590878318 BM25_Model_CS6200
32 Q0 CACM-2216 92 14.062277003231682 BM25_Model_CS6200
32 Q0 CACM-2828 93 14.034443113962917 BM25_Model_CS6200
32 Q0 CACM-2490 94 14.010364487389714 BM25_Model_CS6200
32 Q0 CACM-3157 95 14.007795055763067 BM25_Model_CS6200
32 Q0 CACM-3152 96 13.943903833026939 BM25_Model_CS6200
32 Q0 CACM-2273 97 13.876755395828866 BM25_Model_CS6200
32 Q0 CACM-3054 98 13.848930404285047 BM25_Model_CS6200
32 Q0 CACM-2989 99 13.84109776791452 BM25_Model_CS6200
32 Q0 CACM-0397 100 13.809729863363799 BM25_Model_CS6200
