queryId | docId | score | precision | recall
59 | CACM-1456 | -248.49849756880892 | 1.0 | 0.023255813953488372
59 | CACM-1235 | -252.6303943806316 | 1.0 | 0.046511627906976744
59 | CACM-3041 | -254.59143014334404 | 0.6666666666666666 | 0.046511627906976744
59 | CACM-2990 | -254.60153409209872 | 0.5 | 0.046511627906976744
59 | CACM-2705 | -255.15971645656626 | 0.4 | 0.046511627906976744
59 | CACM-1112 | -255.4565852384103 | 0.5 | 0.06976744186046512
59 | CACM-2127 | -255.60904015601287 | 0.5714285714285714 | 0.09302325581395349
59 | CACM-1665 | -255.72291271547613 | 0.5 | 0.09302325581395349
59 | CACM-2307 | -255.92297192088375 | 0.4444444444444444 | 0.09302325581395349
59 | CACM-3087 | -256.17656449524947 | 0.4 | 0.09302325581395349
59 | CACM-1926 | -256.5511201985796 | 0.36363636363636365 | 0.09302325581395349
59 | CACM-2795 | -256.6968952078279 | 0.3333333333333333 | 0.09302325581395349
59 | CACM-1051 | -256.9215489625271 | 0.3076923076923077 | 0.09302325581395349
59 | CACM-1855 | -257.0996845410844 | 0.35714285714285715 | 0.11627906976744186
59 | CACM-1700 | -257.47609714095734 | 0.4 | 0.13953488372093023
59 | CACM-2753 | -257.8823430121748 | 0.375 | 0.13953488372093023
59 | CACM-1681 | -258.0707675083478 | 0.35294117647058826 | 0.13953488372093023
59 | CACM-1703 | -258.1741628684891 | 0.3333333333333333 | 0.13953488372093023
59 | CACM-2523 | -258.3139075214865 | 0.3157894736842105 | 0.13953488372093023
59 | CACM-2407 | -258.4582160973617 | 0.3 | 0.13953488372093023
59 | CACM-2484 | -258.84452772039776 | 0.2857142857142857 | 0.13953488372093023
59 | CACM-2532 | -258.8537092806393 | 0.3181818181818182 | 0.16279069767441862
59 | CACM-2437 | -258.99119605252355 | 0.30434782608695654 | 0.16279069767441862
59 | CACM-2688 | -259.04992804480605 | 0.2916666666666667 | 0.16279069767441862
59 | CACM-0661 | -259.4839075789024 | 0.28 | 0.16279069767441862
59 | CACM-2203 | -259.5277643680466 | 0.3076923076923077 | 0.18604651162790697
59 | CACM-0944 | -259.6515295446137 | 0.2962962962962963 | 0.18604651162790697
59 | CACM-2046 | -259.831802562695 | 0.2857142857142857 | 0.18604651162790697
59 | CACM-2715 | -259.8888568691283 | 0.27586206896551724 | 0.18604651162790697
59 | CACM-2552 | -259.9451209064974 | 0.3 | 0.20930232558139536
59 | CACM-2916 | -260.1466562524031 | 0.2903225806451613 | 0.20930232558139536
59 | CACM-2987 | -260.16447600608313 | 0.28125 | 0.20930232558139536
59 | CACM-2905 | -260.2662504693211 | 0.30303030303030304 | 0.23255813953488372
59 | CACM-2711 | -260.4051605122801 | 0.29411764705882354 | 0.23255813953488372
59 | CACM-0144 | -260.4223026354961 | 0.2857142857142857 | 0.23255813953488372
59 | CACM-2572 | -260.5080249634644 | 0.2777777777777778 | 0.23255813953488372
59 | CACM-2932 | -260.5667580566808 | 0.2702702702702703 | 0.23255813953488372
59 | CACM-2998 | -260.7223359471237 | 0.2631578947368421 | 0.23255813953488372
59 | CACM-2519 | -260.7801046463686 | 0.2564102564102564 | 0.23255813953488372
59 | CACM-2991 | -260.80875034472194 | 0.275 | 0.2558139534883721
59 | CACM-1457 | -260.81885879680635 | 0.2926829268292683 | 0.27906976744186046
59 | CACM-2111 | -260.82843492190335 | 0.30952380952380953 | 0.3023255813953488
59 | CACM-1939 | -260.859459160661 | 0.3023255813953488 | 0.3023255813953488
