queryId | docId | score | precision | recall
37 | CACM-2233 | 278.8451348062293 | 0.0 | 0.0
37 | CACM-2265 | 256.6464984087844 | 0.5 | 0.08333333333333333
37 | CACM-1665 | 249.77818351778856 | 0.3333333333333333 | 0.08333333333333333
37 | CACM-1856 | 243.14921473670702 | 0.25 | 0.08333333333333333
37 | CACM-2931 | 234.6332563113539 | 0.2 | 0.08333333333333333
37 | CACM-2470 | 232.51320586589856 | 0.16666666666666666 | 0.08333333333333333
37 | CACM-1727 | 223.62471336395802 | 0.14285714285714285 | 0.08333333333333333
37 | CACM-2002 | 213.36712288013496 | 0.125 | 0.08333333333333333
37 | CACM-2342 | 205.9739791211323 | 0.1111111111111111 | 0.08333333333333333
37 | CACM-1936 | 193.33284185581826 | 0.1 | 0.08333333333333333
37 | CACM-1844 | 192.58559101925016 | 0.09090909090909091 | 0.08333333333333333
37 | CACM-1003 | 190.25389603620988 | 0.08333333333333333 | 0.08333333333333333
37 | CACM-2344 | 190.15012866869725 | 0.07692307692307693 | 0.08333333333333333
37 | CACM-3048 | 188.5170455003801 | 0.07142857142857142 | 0.08333333333333333
37 | CACM-1847 | 188.3363680866561 | 0.06666666666666667 | 0.08333333333333333
37 | CACM-2916 | 185.59992577507606 | 0.0625 | 0.08333333333333333
37 | CACM-2911 | 184.03680625156073 | 0.058823529411764705 | 0.08333333333333333
37 | CACM-2060 | 183.067526491946 | 0.05555555555555555 | 0.08333333333333333
37 | CACM-1135 | 181.02528574335528 | 0.05263157894736842 | 0.08333333333333333
37 | CACM-2289 | 176.09356725101205 | 0.05 | 0.08333333333333333
37 | CACM-2033 | 175.33264876604062 | 0.047619047619047616 | 0.08333333333333333
37 | CACM-2692 | 174.76388385828793 | 0.045454545454545456 | 0.08333333333333333
37 | CACM-2198 | 173.96510802532836 | 0.043478260869565216 | 0.08333333333333333
37 | CACM-2046 | 169.80415308013391 | 0.041666666666666664 | 0.08333333333333333
37 | CACM-2184 | 169.07832189606472 | 0.04 | 0.08333333333333333
37 | CACM-2922 | 167.09571503366942 | 0.038461538461538464 | 0.08333333333333333
37 | CACM-2851 | 166.3295678536948 | 0.037037037037037035 | 0.08333333333333333
37 | CACM-2889 | 165.85110687292308 | 0.03571428571428571 | 0.08333333333333333
37 | CACM-1307 | 163.57413665010986 | 0.034482758620689655 | 0.08333333333333333
37 | CACM-2003 | 163.2653310368876 | 0.03333333333333333 | 0.08333333333333333
37 | CACM-2651 | 161.92534331179715 | 0.06451612903225806 | 0.16666666666666666
37 | CACM-2113 | 160.98757319673172 | 0.0625 | 0.16666666666666666
37 | CACM-3153 | 160.91429967451444 | 0.06060606060606061 | 0.16666666666666666
37 | CACM-1470 | 160.86690699751847 | 0.058823529411764705 | 0.16666666666666666
37 | CACM-2622 | 160.80173468875955 | 0.05714285714285714 | 0.16666666666666666
37 | CACM-1543 | 159.0705458681478 | 0.05555555555555555 | 0.16666666666666666
37 | CACM-2195 | 158.71512717427248 | 0.05405405405405406 | 0.16666666666666666
37 | CACM-1741 | 158.4369101526812 | 0.05263157894736842 | 0.16666666666666666
37 | CACM-2702 | 158.31848442489226 | 0.05128205128205128 | 0.16666666666666666
37 | CACM-1591 | 157.24416670323814 | 0.05 | 0.16666666666666666
37 | CACM-3015 | 157.17062794151101 | 0.04878048780487805 | 0.16666666666666666
37 | CACM-0670 | 156.33841772622696 | 0.047619047619047616 | 0.16666666666666666
37 | CACM-2202 | 156.27723093396523 | 0.046511627906976744 | 0.16666666666666666
37 | CACM-0972 | 156.00567945303354 | 0.045454545454545456 | 0.16666666666666666
37 | CACM-2645 | 155.79935045019906 | 0.044444444444444446 | 0.16666666666666666
37 | CACM-1366 | 155.17400646417406 | 0.043478260869565216 | 0.16666666666666666
37 | CACM-3002 | 153.874211046511 | 0.0425531914893617 | 0.16666666666666666
37 | CACM-1350 | 153.35610353118946 | 0.041666666666666664 | 0.16666666666666666
37 | CACM-1108 | 153.28458997866855 | 0.04081632653061224 | 0.16666666666666666
37 | CACM-1827 | 152.63128433491846 | 0.04 | 0.16666666666666666
37 | CACM-3021 | 152.6223256033234 | 0.0392156862745098 | 0.16666666666666666
37 | CACM-2956 | 150.61033688049343 | 0.038461538461538464 | 0.16666666666666666
37 | CACM-2632 | 150.6021761281015 | 0.05660377358490566 | 0.25
37 | CACM-3031 | 150.1645825491406 | 0.05555555555555555 | 0.25
37 | CACM-2219 | 150.13209318915185 | 0.05454545454545454 | 0.25
37 | CACM-2535 | 149.47773781466864 | 0.05357142857142857 | 0.25
37 | CACM-2208 | 149.223773110151 | 0.05263157894736842 | 0.25
37 | CACM-2186 | 148.16230807049533 | 0.05172413793103448 | 0.25
37 | CACM-1408 | 147.65617510456156 | 0.05084745762711865 | 0.25
37 | CACM-2188 | 146.99014305478562 | 0.05 | 0.25
37 | CACM-2554 | 146.71100773639483 | 0.04918032786885246 | 0.25
37 | CACM-2940 | 146.63250373799178 | 0.04838709677419355 | 0.25
37 | CACM-2020 | 146.30118694922166 | 0.047619047619047616 | 0.25
37 | CACM-1497 | 145.80455746882782 | 0.046875 | 0.25
37 | CACM-1695 | 145.045729725876 | 0.046153846153846156 | 0.25
37 | CACM-2051 | 144.64030469676206 | 0.045454545454545456 | 0.25
37 | CACM-1194 | 144.43588140266198 | 0.04477611940298507 | 0.25
37 | CACM-2341 | 144.33319243627707 | 0.04411764705882353 | 0.25
37 | CACM-1423 | 142.25286374835525 | 0.043478260869565216 | 0.25
37 | CACM-2197 | 141.46350059295457 | 0.04285714285714286 | 0.25
37 | CACM-2721 | 141.23397238642508 | 0.04225352112676056 | 0.25
37 | CACM-1455 | 141.02509196995817 | 0.041666666666666664 | 0.25
37 | CACM-2697 | 140.21168668084704 | 0.0410958904109589 | 0.25
37 | CACM-2846 | 140.09361692106907 | 0.04054054054054054 | 0.25
37 | CACM-3049 | 140.04830477458088 | 0.04 | 0.25
37 | CACM-2061 | 139.79854931471573 | 0.039473684210526314 | 0.25
37 | CACM-1433 | 139.76862217932026 | 0.03896103896103896 | 0.25
37 | CACM-1976 | 139.51166693438267 | 0.038461538461538464 | 0.25
37 | CACM-3142 | 139.37193175623557 | 0.0379746835443038 | 0.25
37 | CACM-2181 | 139.36146319463325 | 0.0375 | 0.25
37 | CACM-3077 | 138.57360894834034 | 0.037037037037037035 | 0.25
37 | CACM-2178 | 138.09722991472464 | 0.036585365853658534 | 0.25
37 | CACM-2958 | 136.64247328638427 | 0.03614457831325301 | 0.25
37 | CACM-2092 | 136.48300005042185 | 0.03571428571428571 | 0.25
37 | CACM-0616 | 136.30107409289624 | 0.03529411764705882 | 0.25
37 | CACM-0849 | 134.87417701489227 | 0.03488372093023256 | 0.25
37 | CACM-1650 | 134.82296646189397 | 0.034482758620689655 | 0.25
37 | CACM-1425 | 134.69939823356972 | 0.03409090909090909 | 0.25
37 | CACM-1099 | 134.5697242477445 | 0.033707865168539325 | 0.25
37 | CACM-1939 | 134.5479067949029 | 0.03333333333333333 | 0.25
37 | CACM-2196 | 134.49284204904535 | 0.03296703296703297 | 0.25
37 | CACM-1725 | 134.23073379330006 | 0.03260869565217391 | 0.25
37 | CACM-1671 | 134.20574135319026 | 0.03225806451612903 | 0.25
37 | CACM-1956 | 133.80295980800514 | 0.031914893617021274 | 0.25
37 | CACM-3157 | 133.4343984100198 | 0.031578947368421054 | 0.25
37 | CACM-2893 | 133.01357214092437 | 0.03125 | 0.25
37 | CACM-2568 | 132.7369437191436 | 0.030927835051546393 | 0.25
37 | CACM-3094 | 132.68147827985905 | 0.030612244897959183 | 0.25
37 | CACM-2217 | 132.48842927743138 | 0.030303030303030304 | 0.25
37 | CACM-1829 | 132.46233887091935 | 0.03 | 0.25
