queryId | docId | score | precision | recall
44 | CACM-2829 | 121.342560472951 | 1.0 | 0.058823529411764705
44 | CACM-2523 | 39.33756935259993 | 1.0 | 0.11764705882352941
44 | CACM-1404 | 39.28614736834685 | 0.6666666666666666 | 0.11764705882352941
44 | CACM-1855 | 39.28614736834685 | 0.5 | 0.11764705882352941
44 | CACM-2494 | 36.02147138805642 | 0.4 | 0.11764705882352941
44 | CACM-2050 | 34.375378947303496 | 0.3333333333333333 | 0.11764705882352941
44 | CACM-2923 | 34.375378947303496 | 0.2857142857142857 | 0.11764705882352941
44 | CACM-1679 | 29.917947212302824 | 0.25 | 0.11764705882352941
44 | CACM-2719 | 29.464610526260138 | 0.2222222222222222 | 0.11764705882352941
44 | CACM-1771 | 26.227443447185124 | 0.2 | 0.11764705882352941
44 | CACM-2825 | 26.193057320665854 | 0.18181818181818182 | 0.11764705882352941
44 | CACM-1809 | 24.560719330520637 | 0.16666666666666666 | 0.11764705882352941
44 | CACM-1989 | 24.553842105216784 | 0.15384615384615385 | 0.11764705882352941
44 | CACM-2437 | 24.553842105216784 | 0.14285714285714285 | 0.11764705882352941
44 | CACM-2325 | 23.37484080111425 | 0.13333333333333333 | 0.11764705882352941
44 | CACM-2812 | 22.921504115071567 | 0.125 | 0.11764705882352941
44 | CACM-2310 | 21.28916612492635 | 0.11764705882352941 | 0.11764705882352941
44 | CACM-2125 | 20.920629058560422 | 0.1111111111111111 | 0.11764705882352941
44 | CACM-1366 | 19.656828134781136 | 0.10526315789473684 | 0.11764705882352941
44 | CACM-0329 | 19.643073684173427 | 0.1 | 0.11764705882352941
44 | CACM-1782 | 19.643073684173427 | 0.09523809523809523 | 0.11764705882352941
44 | CACM-1801 | 19.643073684173427 | 0.09090909090909091 | 0.11764705882352941
44 | CACM-2701 | 19.643073684173427 | 0.08695652173913043 | 0.11764705882352941
44 | CACM-3069 | 19.643073684173427 | 0.08333333333333333 | 0.11764705882352941
44 | CACM-1003 | 18.017612919332066 | 0.08 | 0.11764705882352941
44 | CACM-0464 | 18.01073569402821 | 0.07692307692307693 | 0.11764705882352941
44 | CACM-1260 | 18.01073569402821 | 0.07407407407407407 | 0.11764705882352941
44 | CACM-1435 | 18.01073569402821 | 0.07142857142857142 | 0.11764705882352941
44 | CACM-2739 | 18.01073569402821 | 0.06896551724137931 | 0.11764705882352941
44 | CACM-2771 | 17.73153053670719 | 0.1 | 0.17647058823529413
44 | CACM-1002 | 16.824857164621825 | 0.0967741935483871 | 0.17647058823529413
44 | CACM-3130 | 16.392152154490702 | 0.09375 | 0.17647058823529413
44 | CACM-2820 | 16.378397703882996 | 0.09090909090909091 | 0.17647058823529413
44 | CACM-1365 | 16.37152047857914 | 0.08823529411764706 | 0.17647058823529413
44 | CACM-1709 | 16.37152047857914 | 0.08571428571428572 | 0.17647058823529413
44 | CACM-1916 | 16.37152047857914 | 0.08333333333333333 | 0.17647058823529413
44 | CACM-2286 | 16.37152047857914 | 0.08108108108108109 | 0.17647058823529413
44 | CACM-2871 | 16.37152047857914 | 0.07894736842105263 | 0.17647058823529413
44 | CACM-2947 | 16.37152047857914 | 0.07692307692307693 | 0.17647058823529413
44 | CACM-2210 | 16.09231532125812 | 0.075 | 0.17647058823529413
44 | CACM-0533 | 15.185641949172753 | 0.07317073170731707 | 0.17647058823529413
44 | CACM-1741 | 14.752936939041632 | 0.07142857142857142 | 0.17647058823529413
44 | CACM-2485 | 14.752936939041632 | 0.06976744186046512 | 0.17647058823529413
44 | CACM-1034 | 14.732305263130069 | 0.06818181818181818 | 0.17647058823529413
44 | CACM-1507 | 14.732305263130069 | 0.06666666666666667 | 0.17647058823529413
44 | CACM-1637 | 14.732305263130069 | 0.06521739130434782 | 0.17647058823529413
44 | CACM-1650 | 14.732305263130069 | 0.06382978723404255 | 0.17647058823529413
44 | CACM-1683 | 14.732305263130069 | 0.0625 | 0.17647058823529413
44 | CACM-1732 | 14.732305263130069 | 0.061224489795918366 | 0.17647058823529413
44 | CACM-1802 | 14.732305263130069 | 0.06 | 0.17647058823529413
44 | CACM-1823 | 14.732305263130069 | 0.058823529411764705 | 0.17647058823529413
44 | CACM-1911 | 14.732305263130069 | 0.057692307692307696 | 0.17647058823529413
44 | CACM-2127 | 14.732305263130069 | 0.05660377358490566 | 0.17647058823529413
44 | CACM-2176 | 14.732305263130069 | 0.05555555555555555 | 0.17647058823529413
44 | CACM-2798 | 14.732305263130069 | 0.05454545454545454 | 0.17647058823529413
44 | CACM-2877 | 14.732305263130069 | 0.05357142857142857 | 0.17647058823529413
44 | CACM-2754 | 13.94708603904028 | 0.05263157894736842 | 0.17647058823529413
44 | CACM-1014 | 13.099967272984854 | 0.05172413793103448 | 0.17647058823529413
44 | CACM-1272 | 13.099967272984854 | 0.05084745762711865 | 0.17647058823529413
44 | CACM-1325 | 13.099967272984854 | 0.05 | 0.17647058823529413
44 | CACM-1792 | 13.099967272984854 | 0.04918032786885246 | 0.17647058823529413
44 | CACM-1885 | 13.099967272984854 | 0.04838709677419355 | 0.17647058823529413
44 | CACM-2751 | 12.989800954535461 | 0.06349206349206349 | 0.23529411764705882
44 | CACM-1686 | 11.92096596888232 | 0.0625 | 0.23529411764705882
44 | CACM-1543 | 11.474506508143492 | 0.06153846153846154 | 0.23529411764705882
44 | CACM-2852 | 11.474506508143492 | 0.06060606060606061 | 0.23529411764705882
44 | CACM-2062 | 11.467629282839638 | 0.05970149253731343 | 0.23529411764705882
44 | CACM-2181 | 11.467629282839638 | 0.058823529411764705 | 0.23529411764705882
44 | CACM-2823 | 11.467629282839638 | 0.057971014492753624 | 0.23529411764705882
44 | CACM-3026 | 11.467629282839638 | 0.05714285714285714 | 0.23529411764705882
44 | CACM-3078 | 11.467629282839638 | 0.056338028169014086 | 0.23529411764705882
44 | CACM-0974 | 11.460752057535784 | 0.05555555555555555 | 0.23529411764705882
44 | CACM-1605 | 11.460752057535784 | 0.0547945205479452 | 0.23529411764705882
44 | CACM-2113 | 11.460752057535784 | 0.05405405405405406 | 0.23529411764705882
44 | CACM-2634 | 11.460752057535784 | 0.05333333333333334 | 0.23529411764705882
44 | CACM-2645 | 11.460752057535784 | 0.05263157894736842 | 0.23529411764705882
44 | CACM-3149 | 11.460752057535784 | 0.05194805194805195 | 0.23529411764705882
44 | CACM-2683 | 10.72821021417208 | 0.05128205128205128 | 0.23529411764705882
44 | CACM-2924 | 10.28175075343325 | 0.06329113924050633 | 0.29411764705882354
44 | CACM-1653 | 10.274873528129397 | 0.0625 | 0.29411764705882354
44 | CACM-0678 | 9.835291292694421 | 0.06172839506172839 | 0.29411764705882354
44 | CACM-1747 | 9.835291292694421 | 0.06097560975609756 | 0.29411764705882354
44 | CACM-1844 | 9.835291292694421 | 0.060240963855421686 | 0.29411764705882354
44 | CACM-2580 | 9.835291292694421 | 0.05952380952380952 | 0.29411764705882354
44 | CACM-2593 | 9.835291292694421 | 0.058823529411764705 | 0.29411764705882354
44 | CACM-2899 | 9.835291292694421 | 0.05813953488372093 | 0.29411764705882354
44 | CACM-2949 | 9.835291292694421 | 0.05747126436781609 | 0.29411764705882354
44 | CACM-3117 | 9.835291292694421 | 0.056818181818181816 | 0.29411764705882354
44 | CACM-1927 | 9.828414067390568 | 0.056179775280898875 | 0.29411764705882354
44 | CACM-2560 | 9.828414067390568 | 0.05555555555555555 | 0.29411764705882354
44 | CACM-2988 | 9.828414067390568 | 0.054945054945054944 | 0.29411764705882354
44 | CACM-3022 | 9.828414067390568 | 0.05434782608695652 | 0.29411764705882354
44 | CACM-3032 | 9.828414067390568 | 0.053763440860215055 | 0.29411764705882354
44 | CACM-0284 | 9.821536842086713 | 0.05319148936170213 | 0.29411764705882354
44 | CACM-0396 | 9.821536842086713 | 0.05263157894736842 | 0.29411764705882354
44 | CACM-0633 | 9.821536842086713 | 0.052083333333333336 | 0.29411764705882354
44 | CACM-0675 | 9.821536842086713 | 0.05154639175257732 | 0.29411764705882354
44 | CACM-1012 | 9.821536842086713 | 0.05102040816326531 | 0.29411764705882354
44 | CACM-1045 | 9.821536842086713 | 0.050505050505050504 | 0.29411764705882354
44 | CACM-1423 | 9.821536842086713 | 0.05 | 0.29411764705882354
